"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"OWENS CORNING INSULATING SYSTE","960 CENTRAL EXPRESSWAY","37.3723","-121.951","327993","Mineral Wool Manufacturing","PM10","Miscellaneous","72.62023","2008"
"OWENS CORNING INSULATING SYSTE","960 CENTRAL EXPRESSWAY","37.3723","-121.951","327993","Mineral Wool Manufacturing","Ammonia","Miscellaneous","130.11187","2008"
"CHEVRON PRODUCTS COMPANY","1020 BERRYESSA ROAD","37.3624","-121.880","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","34.9894294","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","PM2.5 Primary (Filt + Cond","Portland Cement Manufacturing","22.075966","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","Volatile Organic Compounds","Portland Cement Manufacturing","25.7461351","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","PM10","Portland Cement Manufacturing","37.168584","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","Sulfur Dioxide","Portland Cement Manufacturing","187.36","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","Carbon Monoxide","Portland Cement Manufacturing","1271.81","2008"
"LEHIGH SOUTHWEST CEMENT COMPAN","24001 STEVENS CREEK BLVD","37.3374","-122.091","327310","Cement Manufacturing","Nitrogen Oxides","Portland Cement Manufacturing","1867.741","2008"
"NORTHROP GRUMMAN SYSTEMS CORPO","401 E HENDY AVE, 62/1","37.3750","-122.023","332439","Other Metal Container Manufacturing","Nitrogen Oxides","Miscellaneous","5.872","2008"
"NORTHROP GRUMMAN SYSTEMS CORPO","401 E HENDY AVE, 62/1","37.3750","-122.023","332439","Other Metal Container Manufacturing","Volatile Organic Compounds","Miscellaneous","11.0565423","2008"
"CITY OF SANTA MARIA LANDFILL","2065 E. MAIN STREET","34.9527","-120.395","921190","Other General Government Support","Volatile Organic Compounds","Landfill","7.636957","2008"
"STONE FOREST INDUSTRIES, INC.","N HWY 96","41.7978","-123.369","321999","All Other Miscellaneous Wood Product Manufacturing","Volatile Organic Compounds","Miscellaneous","5.60725","2008"
"STONE FOREST INDUSTRIES, INC.","N HWY 96","41.7978","-123.369","321999","All Other Miscellaneous Wood Product Manufacturing","Nitrogen Oxides","Miscellaneous","6.5","2008"
"STONE FOREST INDUSTRIES, INC.","N HWY 96","41.7978","-123.369","321999","All Other Miscellaneous Wood Product Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","17.7495","2008"
"STONE FOREST INDUSTRIES, INC.","N HWY 96","41.7978","-123.369","321999","All Other Miscellaneous Wood Product Manufacturing","PM10","Miscellaneous","19.8354","2008"
"STONE FOREST INDUSTRIES, INC.","N HWY 96","41.7978","-123.369","321999","All Other Miscellaneous Wood Product Manufacturing","Carbon Monoxide","Miscellaneous","36.5","2008"
"ROSEBURG FOREST PRODUCTS","MILL ST","41.4221","-122.386","321212","Softwood Veneer and Plywood Manufacturing","Nitrogen Oxides","Miscellaneous","24.4","2008"
"ROSEBURG FOREST PRODUCTS","MILL ST","41.4221","-122.386","321212","Softwood Veneer and Plywood Manufacturing","Volatile Organic Compounds","Miscellaneous","72.1988","2008"
"ROSEBURG FOREST PRODUCTS","MILL ST","41.4221","-122.386","321212","Softwood Veneer and Plywood Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","77.2713","2008"
"ROSEBURG FOREST PRODUCTS","MILL ST","41.4221","-122.386","321212","Softwood Veneer and Plywood Manufacturing","PM10","Miscellaneous","84.7099","2008"
"ROSEBURG FOREST PRODUCTS","MILL ST","41.4221","-122.386","321212","Softwood Veneer and Plywood Manufacturing","Carbon Monoxide","Miscellaneous","122.6","2008"
"HI-GRADE MATERIALS CO","17671 BEAR VALLEY ROAD","34.4722","-117.278","212321","Construction Sand and Gravel Mining","PM2.5 Primary (Filt + Cond","Miscellaneous","15.562","2008"
"HI-GRADE MATERIALS CO","17671 BEAR VALLEY ROAD","34.4722","-117.278","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","23.092","2008"
"HI-GRADE MATERIALS CO","80701 MERIDIAN RD","34.4143","-116.928","212321","Construction Sand and Gravel Mining","Nitrogen Oxides","Miscellaneous","13.7","2008"
"VENTURA COUNTY STAR","151 FACTORY STORES DRIVE","34.2157","-119.063","323114","Quick Printing","Volatile Organic Compounds","Miscellaneous","5.2692","2008"
"WATKINS MANUFACTURING CORP","1280         PARK CENTER DR","33.1400","-117.240","326191","Plastics Plumbing Fixture Manufacturing","Volatile Organic Compounds","Miscellaneous","9.45924","2008"
"WATKINS MANUFACTURING CORP","1280         PARK CENTER DR","33.1400","-117.240","326191","Plastics Plumbing Fixture Manufacturing","Carbon Monoxide","Miscellaneous","15.36","2008"
"KYOCERA AMERICA INC","8611         BALBOA AV","32.8210","-117.144","332116","Metal Stamping","Volatile Organic Compounds","Miscellaneous","16.47728125","2008"
"KYOCERA AMERICA INC","8611         BALBOA AV","32.8210","-117.144","332116","Metal Stamping","Nitrogen Oxides","Miscellaneous","17.27942","2008"
"KYOCERA AMERICA INC","8611         BALBOA AV","32.8210","-117.144","332116","Metal Stamping","Carbon Monoxide","Miscellaneous","46.87497","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","8.4569698","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","9.20679","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","21.525741","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","21.539448","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","55.856","2008"
"MIRANT POTRERO, LLC","1201 ILLINOIS STREET","37.7558","-122.387","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","231.66","2008"
"HALABI INC DBA DURACITE","339 INDUSTRIAL AVE","37.7380","-121.139","238310","Drywall and Insulation Contractors","Volatile Organic Compounds","Miscellaneous","7.7586245","2008"
"POSDEF POWER COMPANY, L.P.","2526 W WASHINGTON ST","37.9448","-121.328","221111","Hydroelectric Power Generation","PM10","Electricity Generation via Combustion","8.12801523","2008"
"POSDEF POWER COMPANY, L.P.","2526 W WASHINGTON ST","37.9448","-121.328","221111","Hydroelectric Power Generation","Sulfur Dioxide","Electricity Generation via Combustion","17.86336032","2008"
"POSDEF POWER COMPANY, L.P.","2526 W WASHINGTON ST","37.9448","-121.328","221111","Hydroelectric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","58.001457643","2008"
"POSDEF POWER COMPANY, L.P.","2526 W WASHINGTON ST","37.9448","-121.328","221111","Hydroelectric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","331.26885813","2008"
"APPLIED ENERGY LLC NORTH ISLAND","QUAY & ROGERS RD #370","32.7020","-117.188","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","19.89885","2008"
"APPLIED ENERGY LLC NORTH ISLAND","QUAY & ROGERS RD #370","32.7020","-117.188","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","34.53673","2008"
"APPLIED ENERGY LLC NORTH ISLAND","QUAY & ROGERS RD #370","32.7020","-117.188","221111","Hydroelectric Power Generation","PM10","Miscellaneous","34.82294","2008"
"APPLIED ENERGY LLC NORTH ISLAND","QUAY & ROGERS RD #370","32.7020","-117.188","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","60.64","2008"
"U S INTEC INC.","3301 N. NAVONE RD","37.9990","-121.214","324122","Asphalt Shingle and Coating Materials Manufacturing","Volatile Organic Compounds","Miscellaneous","24.296688","2008"
"BAE SYSTEMS SAN FRANCISCO SHIP","20TH STREET, FOOT OF","37.7566","-122.422","336611","Ship Building and Repairing","Volatile Organic Compounds","Miscellaneous","24.4413016","2008"
"DIAMOND WALNUT GROWERS, INC.","1050 SOUTH DIAMOND STREET","37.9490","-121.255","445292","Confectionery and Nut Stores","Ammonia","Miscellaneous","7.5615","2008"
"HOLZ RUBBER COMPANY, INC","1129 S SACRAMENTO","38.1198","-121.274","326291","Rubber Product Manufacturing for Mechanical Use","Volatile Organic Compounds","Miscellaneous","5.7050924","2008"
"PG&E DIABLO CANYON PP","DIABLO CANYON","35.2104","-120.855","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","12.607","2008"
"DYNERGY MORRO BAY LLC","1290 EMBARCADERO","35.3747","-120.858","221111","Hydroelectric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","16.171","2008"
"DYNERGY MORRO BAY LLC","1290 EMBARCADERO","35.3747","-120.858","221111","Hydroelectric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","43.94","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","PM2.5 Primary (Filt + Cond","Petroleum Refinery","9.727399","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","PM10","Petroleum Refinery","9.882232","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","Carbon Monoxide","Petroleum Refinery","13.385","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","Volatile Organic Compounds","Petroleum Refinery","29.0357836","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","Nitrogen Oxides","Petroleum Refinery","62.63","2008"
"CONOCO PHILLIPS SANTA MARIA FA","2555 WILLOW ROAD","35.0367","-120.589","324110","Petroleum Refineries","Sulfur Dioxide","Petroleum Refinery","176.285","2008"
"STAR BUILDING SYSTEMS","12101 E  BRANDT RD","38.1475","-121.151","332311","Prefabricated Metal Building and Component Manufacturing","Volatile Organic Compounds","Miscellaneous","7.814554","2008"
"STOCKTON COGEN COMPANY","1010 ZEPHYR ST","37.9078","-121.270","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","10.853228727","2008"
"STOCKTON COGEN COMPANY","1010 ZEPHYR ST","37.9078","-121.270","221111","Hydroelectric Power Generation","PM10","Electricity Generation via Combustion","28.18647939","2008"
"STOCKTON COGEN COMPANY","1010 ZEPHYR ST","37.9078","-121.270","221111","Hydroelectric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","63.052211","2008"
"STOCKTON COGEN COMPANY","1010 ZEPHYR ST","37.9078","-121.270","221111","Hydroelectric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","98.72402","2008"
"STOCKTON COGEN COMPANY","1010 ZEPHYR ST","37.9078","-121.270","221111","Hydroelectric Power Generation","Sulfur Dioxide","Electricity Generation via Combustion","131.297291","2008"
"NUSTAR TERMINALS OPERATION PARTNERSHIP LP","2941 NAVY DRIVE","37.9403","-121.333","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","7.1245824","2008"
"LEPRINO FOODS","2401 MACARTHUR BLVD","37.6954","-121.414","311511","Fluid Milk Manufacturing","Nitrogen Oxides","Miscellaneous","5.58484","2008"
"LEPRINO FOODS","2401 MACARTHUR BLVD","37.6954","-121.414","311511","Fluid Milk Manufacturing","PM10","Miscellaneous","8.669305","2008"
"BP WEST COAST PRODUCTS, LLC","2700 W  WASHINGTON STREET","37.9421","-121.332","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","6.88654","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","Sulfur Dioxide","Miscellaneous","7.9998134","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","PM2.5 Primary (Filt + Cond","Miscellaneous","8.92936867448","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","Nitrogen Oxides","Miscellaneous","15.983393","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","Volatile Organic Compounds","Miscellaneous","18.190273","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","PM10","Miscellaneous","21.7130427","2008"
"CORN PRODUCTS INTERNATIONAL INC.","1021 INDUSTRIAL DR","37.9100","-121.263","311221","Wet Corn Milling","Carbon Monoxide","Miscellaneous","53.309346","2008"
"PLAINS EXPLORATION","1821 PRICE CANYON ROAD","35.1836","-120.620","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","11.4127258","2008"
"PLAINS EXPLORATION","1821 PRICE CANYON ROAD","35.1836","-120.620","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","15.533","2008"
"ADAMS GRAIN COMPANY","HIGHWAY 16  AND COUNTY ROAD 102","38.6780","-121.735","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","6.26","2008"
"ADAMS GRAIN COMPANY","HIGHWAY 16  AND COUNTY ROAD 102","38.6780","-121.735","115114","Postharvest Crop Activities (except Cotton Ginning)","Carbon Monoxide","Miscellaneous","12.19","2008"
"MCGUIRE FURNITURE COMPANY","1201 BRYANT STREET","37.7665","-122.407","337127","Institutional Furniture Manufacturing","Volatile Organic Compounds","Miscellaneous","12.792485","2008"
"UNITED AIRLINES, SF MAINTENANC","SF INT'L AIRPORT","37.6344","-122.398","488111","Air Traffic Control","PM2.5 Primary (Filt + Cond","Miscellaneous","25.916877","2008"
"UNITED AIRLINES, SF MAINTENANC","SF INT'L AIRPORT","37.6344","-122.398","488111","Air Traffic Control","PM10","Miscellaneous","26.067357","2008"
"UNITED AIRLINES, SF MAINTENANC","SF INT'L AIRPORT","37.6344","-122.398","488111","Air Traffic Control","Volatile Organic Compounds","Miscellaneous","33.6608577","2008"
"UNITED AIRLINES, SF MAINTENANC","SF INT'L AIRPORT","37.6344","-122.398","488111","Air Traffic Control","Carbon Monoxide","Miscellaneous","37.749","2008"
"UNITED AIRLINES, SF MAINTENANC","SF INT'L AIRPORT","37.6344","-122.398","488111","Air Traffic Control","Nitrogen Oxides","Miscellaneous","103.252","2008"
"DARLING INTERNATIONAL","PIER 92, ISLIS CREEK","37.7469","-122.379","311223","Other Oilseed Processing","Volatile Organic Compounds","Miscellaneous","46.916582","2008"
"SAN FRANCISCO CHRONICLE","2000 MARIN","37.7471","-122.395","511110","Newspaper Publishers","Volatile Organic Compounds","Miscellaneous","6.2174212","2008"
"SAN FRANCISCO SOUTH EAST TREAT","1700 JERROLD AVENUE","37.7375","-122.391","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","5.486","2008"
"SAN FRANCISCO SOUTH EAST TREAT","1700 JERROLD AVENUE","37.7375","-122.391","221320","Sewage Treatment Facilities","Sulfur Dioxide","Wastewater Treatment Facility","9.125","2008"
"SAN FRANCISCO SOUTH EAST TREAT","1700 JERROLD AVENUE","37.7375","-122.391","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","17.537","2008"
"SAN FRANCISCO SOUTH EAST TREAT","1700 JERROLD AVENUE","37.7375","-122.391","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","19.2315037","2008"
"ACCESS BUSINESS GROUP LLC, NUTRILITE","19600 6TH ST","33.8396","-117.110","311999","All Other Miscellaneous Food Manufacturing","PM10","Miscellaneous","7.8302698835","2008"
"SISKIYOU FOREST PRODUCTS","6275 HWY 273","40.4716","-122.331","321113","Sawmills","Carbon Monoxide","Miscellaneous","11.74","2008"
"SISKIYOU FOREST PRODUCTS","6275 HWY 273","40.4716","-122.331","321113","Sawmills","Volatile Organic Compounds","Miscellaneous","20.26","2008"
"FAWNDALE ROCK & ASPHALT (JFS-FR)","15381 FAWNDALE ROAD","40.7348","-122.317","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Hot Mix Asphalt Plant","7.019","2008"
"FAWNDALE ROCK & ASPHALT (JFS-FR)","15381 FAWNDALE ROAD","40.7348","-122.317","324121","Asphalt Paving Mixture and Block Manufacturing","Nitrogen Oxides","Hot Mix Asphalt Plant","9.28","2008"
"FAWNDALE ROCK & ASPHALT (JFS-FR)","15381 FAWNDALE ROAD","40.7348","-122.317","324121","Asphalt Paving Mixture and Block Manufacturing","PM2.5 Primary (Filt + Cond","Hot Mix Asphalt Plant","15.215952","2008"
"FAWNDALE ROCK & ASPHALT (JFS-FR)","15381 FAWNDALE ROAD","40.7348","-122.317","324121","Asphalt Paving Mixture and Block Manufacturing","PM10","Hot Mix Asphalt Plant","19.4112","2008"
"CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","3221 RIVERSIDE AVE","34.1563","-117.400","212321","Construction Sand and Gravel Mining","PM2.5 Primary (Filt + Cond","Miscellaneous","6.03405","2008"
"CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","3221 RIVERSIDE AVE","34.1563","-117.400","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","31.7438","2008"
"CITY OF MENLO PARK","MARSH ROAD","37.4832","-122.178","562211","Hazardous Waste Treatment and Disposal","Carbon Monoxide","Miscellaneous","6.27","2008"
"CITY OF MENLO PARK","MARSH ROAD","37.4832","-122.178","562211","Hazardous Waste Treatment and Disposal","Volatile Organic Compounds","Miscellaneous","11.198423","2008"
"FONG BROTHERS PRINTING INC","320 VALLEY DRIVE","37.6862","-122.403","323112","Commercial Flexographic Printing","Volatile Organic Compounds","Printing/Publishing","5.152","2008"
"MOUNTAIN GATE QUARRY","20285 RADCLIFF ROAD","40.7249","-122.299","212312","Crushed and Broken Limestone Mining and Quarrying","PM10","Miscellaneous","9.73","2008"
"WHEELABRATOR LASSEN, INC.","HAWES ROAD @ DESCHUTES ROAD","40.4330","-122.270","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","7.69","2008"
"WHEELABRATOR LASSEN, INC.","HAWES ROAD @ DESCHUTES ROAD","40.4330","-122.270","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","18.44","2008"
"COMMERCIAL BLDG COMPONETS, INC","1700 E. LOUISE","37.8078","-121.270","332311","Prefabricated Metal Building and Component Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","7.62157","2008"
"COMMERCIAL BLDG COMPONETS, INC","1700 E. LOUISE","37.8078","-121.270","332311","Prefabricated Metal Building and Component Manufacturing","PM10","Miscellaneous","7.90995","2008"
"COMMERCIAL BLDG COMPONETS, INC","1700 E. LOUISE","37.8078","-121.270","332311","Prefabricated Metal Building and Component Manufacturing","Volatile Organic Compounds","Miscellaneous","14.8408","2008"
"RIVERSIDE CEMENT CO (EIS USE)","1500 RUBIDOUX BLVD","34.0259","-117.391","327310","Cement Manufacturing","Nitrogen Oxides","Portland Cement Manufacturing","10.94","2008"
"RIVERSIDE CEMENT CO (EIS USE)","1500 RUBIDOUX BLVD","34.0259","-117.391","327310","Cement Manufacturing","PM2.5 Primary (Filt + Cond","Portland Cement Manufacturing","11.83378684","2008"
"RIVERSIDE CEMENT CO (EIS USE)","1500 RUBIDOUX BLVD","34.0259","-117.391","327310","Cement Manufacturing","PM10","Portland Cement Manufacturing","16.364876607","2008"
"EASTERN MUNICIPAL WATER DISTRICT","42565 AVENIDA ALVARADO","33.5041","-117.178","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","10.631397","2008"
"EASTERN MUNICIPAL WATER DISTRICT","42565 AVENIDA ALVARADO","33.5041","-117.178","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","12.392975","2008"
"Corona Muni","","33.8978","-117.603","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","178.8245","2008"
"Flabob","Unknown","33.9897","-117.411","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","105.1912","2008"
"Hemet-Ryan","Unknown","33.7339","-117.022","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","188.5918","2008"
"Riverside Muni","","33.9519","-117.445","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","211.665265","2008"
"March Air Force Base","","33.8806","-117.259","488190","Other Support Activities for Air Transportation","Volatile Organic Compounds","Airport","6.2599934251","2008"
"March Air Force Base","","33.8806","-117.259","488190","Other Support Activities for Air Transportation","Nitrogen Oxides","Airport","24.04725041","2008"
"March Air Force Base","","33.8806","-117.259","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","39.569611779","2008"
"Perris Valley","Unknown","33.7608","-117.218","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","89.9384","2008"
"French Valley","Unknown","33.5761","-117.128","488190","Other Support Activities for Air Transportation","PM10","Airport","5.1597","2008"
"French Valley","Unknown","33.5761","-117.128","488190","Other Support Activities for Air Transportation","Volatile Organic Compounds","Airport","5.95098","2008"
"French Valley","Unknown","33.5761","-117.128","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","245.4362","2008"
"Banning Muni","Unknown","33.9231","-116.851","488190","Other Support Activities for Air Transportation","Carbon Monoxide","Airport","27.6127","2008"
"CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","24980 MAITRI RD","33.7499","-117.482","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","6.1","2008"
"EASTERN MUNICIPAL WATER DIST","770 N SANDERSON AVE","33.8030","-117.008","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","7.087172423","2008"
"O'NEILL BEVERAGES CO LLC","8418 S LAC JAC AVE","36.6103","-119.511","312130","Wineries","Volatile Organic Compounds","Miscellaneous","36.5242595","2008"
"CALPINE GILROY COGEN,LP & GILR","1400 PACHECO PASS HWY","37.0033","-121.537","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","5.05877","2008"
"CALPINE GILROY COGEN,LP & GILR","1400 PACHECO PASS HWY","37.0033","-121.537","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","5.08493","2008"
"CALPINE GILROY COGEN,LP & GILR","1400 PACHECO PASS HWY","37.0033","-121.537","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","14.64","2008"
"CALPINE GILROY COGEN,LP & GILR","1400 PACHECO PASS HWY","37.0033","-121.537","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","69.624","2008"
"CALIFORNIA FAMILY FOODS LLC.","6551 STRUCKMEYER RD.","39.0434","-122.076","311212","Rice Milling","PM10","Miscellaneous","15.3116","2008"
"RECOLOGY PACHECO PASS","BLOOMFIELD RD & HIGHWAY 152","36.9921","-121.481","562211","Hazardous Waste Treatment and Disposal","PM2.5 Primary (Filt + Cond","Miscellaneous","7.32856","2008"
"RECOLOGY PACHECO PASS","BLOOMFIELD RD & HIGHWAY 152","36.9921","-121.481","562211","Hazardous Waste Treatment and Disposal","PM10","Miscellaneous","7.4066","2008"
"RECOLOGY PACHECO PASS","BLOOMFIELD RD & HIGHWAY 152","36.9921","-121.481","562211","Hazardous Waste Treatment and Disposal","Ammonia","Miscellaneous","11.5388","2008"
"RECOLOGY PACHECO PASS","BLOOMFIELD RD & HIGHWAY 152","36.9921","-121.481","562211","Hazardous Waste Treatment and Disposal","Carbon Monoxide","Miscellaneous","24.26","2008"
"RECOLOGY PACHECO PASS","BLOOMFIELD RD & HIGHWAY 152","36.9921","-121.481","562211","Hazardous Waste Treatment and Disposal","Volatile Organic Compounds","Miscellaneous","29.830963","2008"
"COLUSA COUNTY CANNING CO.","OLD 99W AND 6229 MYERS RD.","39.1431","-122.144","311511","Fluid Milk Manufacturing","Carbon Monoxide","Miscellaneous","10.77","2008"
"COLUSA COUNTY CANNING CO.","OLD 99W AND 6229 MYERS RD.","39.1431","-122.144","311511","Fluid Milk Manufacturing","Nitrogen Oxides","Miscellaneous","23.26","2008"
"DE PUE WAREHOUSE COMPANY, INC.","CORTINA DRYER","39.1612","-122.155","311212","Rice Milling","PM10","Miscellaneous","5.2256","2008"
"COLUSA RICE COOPERATIVE NIAGAR","2889 NIAGRA AVE.","39.1779","-121.993","311212","Rice Milling","PM10","Miscellaneous","13.9","2008"
"GREAT WESTERN GROWERS OF CALIF","ABEL ROAD","39.1516","-122.086","311212","Rice Milling","PM10","Miscellaneous","16.7576","2008"
"PG&E DELEVAN COMPRESSOR STATIO","DIRKS RD","39.3691","-122.257","221210","Natural Gas Distribution","Carbon Monoxide","Miscellaneous","6.98","2008"
"PG&E DELEVAN COMPRESSOR STATIO","DIRKS RD","39.3691","-122.257","221210","Natural Gas Distribution","Nitrogen Oxides","Miscellaneous","355.56","2008"
"CORONA CITY, DEPT OF WATER & POWER","2205 RAILROAD ST","33.8890","-117.610","562213","Solid Waste Combustors and Incinerators","Nitrogen Oxides","Wastewater Treatment Facility","6.5","2008"
"WADHAM ENERGY LTD PARTNERSHIP","6247 MYERS RD","39.0976","-122.086","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","20.556176","2008"
"WADHAM ENERGY LTD PARTNERSHIP","6247 MYERS RD","39.0976","-122.086","221111","Hydroelectric Power Generation","PM10","Miscellaneous","26.009596","2008"
"WADHAM ENERGY LTD PARTNERSHIP","6247 MYERS RD","39.0976","-122.086","221111","Hydroelectric Power Generation","Sulfur Dioxide","Miscellaneous","89.91","2008"
"WADHAM ENERGY LTD PARTNERSHIP","6247 MYERS RD","39.0976","-122.086","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","151.3","2008"
"WADHAM ENERGY LTD PARTNERSHIP","6247 MYERS RD","39.0976","-122.086","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","154.07","2008"
"INLAND EMPIRE UTL  AGEN, A MUN WATER DIS","2450 PHILADELPHIA AVE","34.0299","-117.581","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","12.908979968","2008"
"INLAND EMPIRE UTL  AGEN, A MUN WATER DIS","2450 PHILADELPHIA AVE","34.0299","-117.581","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","15.43","2008"
"INLAND EMPIRE UTL  AGEN, A MUN WATER DIS","2450 PHILADELPHIA AVE","34.0299","-117.581","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","64.535392","2008"
"CONAGRA FOODS, GILROY FOODS","1350 PACHECO PASS HWY","37.0013","-121.536","311211","Flour Milling","Nitrogen Oxides","Miscellaneous","12.097","2008"
